,accession,gene_symbol,pred_prob,raw_prob,soft_label,hard_label,mRNA
334,A8MVW0,FAM171A2,0.2634021,0.252205209,0.487170343,,0.146769736
335,A8MVX0,ARHGEF33,0.4457187,0.337198593,0.408061307,,0.007829758
336,A8MW92,PHF20L1,0.9222259,0.834206545,0.436653614,,2.456220502
337,A8MW95,BECN2,0.15571235,0.141610584,0.317077741,,0.230895032
338,A8MW99,MEI4,0.26723126,0.139190812,0.367911256,,0.0
339,A8MWA6,FAM90A22,0.19896588,0.230438058,0.227833103,0.0,0.0
340,A8MWE9,EFCAB8,0.51834464,0.430330978,0.400287529,,0.028987542
341,A8MWX3,WASH4P,0.69738656,0.924662984,0.749032219,1.0,1.839127719
342,A8MWY0,ELAPOR2,0.24198501,0.155915948,0.356564423,,0.032591944
343,A8MX19,FAM90A12P,0.6281612,0.789126731,0.240230955,0.0,0.0
344,A8MX76,CAPN14,0.9492759,0.955127669,0.48497042,,0.0
345,A8MXE2,B3GALT9,0.23397121,0.28831853,0.446673728,,1.530415768
346,A8MXJ8,FAM90A5P,0.19896588,0.230438058,0.321425367,,0.0
347,A8MXV4,NUDT19,0.62696844,0.379459227,0.592171621,,3.121353665
348,A8MXZ1,FAM90A23,0.19896588,0.230438058,0.325826922,,0.0
349,A8MYA2,CXorf49; CXorf49B,0.31843752,0.136155246,0.295293054,0.0,0.0
350,A8MYB1,TMCO5B,0.47615266,0.584910841,0.132297301,0.0,0.054239343
351,A8MYJ7,TTC34,0.28329182,0.358018307,0.701231143,1.0,0.0
352,A8MYP8,CIMAP1B,0.6361426,0.693296137,0.139004231,0.0,0.0
353,A8MYU2,KCNU1,0.6116516,0.687389819,0.349369,,0.0
354,A8MYV0,DCDC2C,0.35911566,0.219526732,0.414518641,,0.0
355,A8MZG2,C16orf90,0.3098086,0.361154447,0.167612674,0.0,0.0
356,A8TX70,COL6A5,0.39314297,0.252624036,0.630723643,,0.0
357,A9QM74,KPNA7,0.44991097,0.130449852,0.38824002,,0.403333516
358,A9YTQ3,AHRR,0.5780105,0.610488438,0.576845344,,0.607972816
359,A9Z1Z3,FER1L4,0.16069385,0.153238728,0.486332793,,4.304354987
360,B0FP48,UPK3BL1,0.44195715,0.545537553,0.082331563,0.0,0.161266583
361,B0I1T2,MYO1G,0.9725404,0.997965329,0.732809462,1.0,3.729200269
362,B1AH88,TSPO,0.6471211,0.821724648,0.394686417,,5.205349665
363,B1AJZ9,FHAD1,0.5750015,0.66331427,0.653120649,,0.734502787
364,B1AK53,ESPN,0.17781803,0.190119675,0.662021859,,2.130370845
365,B1AKI9,ISM1,0.40595895,0.190986219,0.328316226,,0.03742676
366,B1AL46,NUTM2E,0.3451689,0.141064233,0.313739389,,0.040951148
367,B1ANS9,WDR64,0.6497244,0.378718634,0.534238523,,0.004459791
368,B2RC85,RSPH10B2,0.30086645,0.385501189,0.506025846,,0.057748776
369,B2RD01,CENPBD1P,0.31411368,0.33899811,0.089933475,0.0,3.390913468
370,B2RN74,OR11H12,0.6403913,0.642660199,0.0,0.0,0.0
371,B2RPK0,HMGB1P1,0.6874912,0.901975354,0.728835229,1.0,0.342655534
372,B2RTY4,MYO9A,0.6426305,0.404934801,0.787264106,1.0,0.721741721
373,B2RU33,POTEC,0.56974447,0.284768068,0.415463132,,0.0
374,B2RXF0,TMEM229A,0.21642266,0.366809286,0.059474649,0.0,1.845123536
375,B2RXH2,KDM4E,0.37011,0.209510272,0.223723885,0.0,0.0
376,B2RXH8,HNRNPCL2,0.9770522,0.999999808,0.999999959,1.0,0.0
377,B3KS81,SRRM5,0.4723359,0.130023958,0.099175958,0.0,1.402677983
378,B4DH59,NBPF26,0.19059883,0.215073286,0.45973285,,0.394678271
379,B4DZS4,TCP11X1,0.53461266,0.655619433,0.450393852,,0.0
380,B4E2M5,ANKRD66,0.27898994,0.16136998,0.304917014,,0.0
381,B5MCN3,SEC14L6,0.21649268,0.17045522,0.21785697,0.0,0.041281242
382,B5MCY1,TDRD15,0.25001544,0.152014551,0.24993045,0.0,0.032443128
383,B5MD39,GGTLC3,0.75554067,0.61328918,0.41293517,,0.0
384,B5ME19,EIF3CL,0.9772694,0.985161576,0.998898802,1.0,0.423172534
385,B6SEH8,ERVV-1,0.18748015,0.207594913,0.077286803,0.0,0.0
386,B6SEH9,ERVV-2,0.18069631,0.207594913,0.216267933,0.0,0.0
387,B7Z368,LINC02881,0.30488637,0.385749214,0.054657959,0.0,0.0
388,B7Z6K7,ZNF814,0.9277427,0.945530728,0.325205792,,1.041751771
389,B7ZW38,HNRNPCL3,0.97759676,0.999999808,0.999999959,1.0,0.390990506
390,B9A064,IGLL5,0.9566337,0.999999944,0.99925309,1.0,0.367487457
391,C0HLS1,SCRIB,0.17795011,0.190387703,0.092716278,0.0,0.065476059
392,C0HLV8,0,0.9724267,0.952573502,0.275193722,0.0,0.0
393,C4AMC7,WASH3P,0.69738656,0.924662984,0.833800848,1.0,2.696570368
394,C9J1S8,TRIM49D1; TRIM49D2,0.3239264,0.409243724,0.328998817,,0.0
395,C9J3V5,TEX22,0.14786674,0.154920803,0.118619176,0.0,0.184148225
396,C9JE40,PATL2,0.74330217,0.59724657,0.259695566,0.0,0.630164535
397,C9JH25,PRRT4,0.47545668,0.621337312,0.426550185,,0.085098115
398,C9JLR9,ZFTA,0.31910464,0.130534833,0.285891482,0.0,3.183660674
399,C9JN71,ZNF878,0.17297591,0.163441135,0.54168134,,0.0
400,C9JPN9,USP17L12,0.10783912,0.158927308,0.440311754,,0.0
401,C9JRZ8,AKR1B15,0.8410412,0.714382489,0.719444772,1.0,0.053222059
402,C9JTQ0,ANKRD63,0.35193413,0.170284854,0.119583431,0.0,0.133980209
403,D6RA61,USP17L22,0.47352585,0.158927308,0.230839495,0.0,0.0
404,D6RCP7,USP17L19,0.15152314,0.158927308,0.230839495,0.0,0.0
405,D6RIA3,C4orf54,0.5345925,0.221388155,0.292433968,0.0,0.440000463
406,E2RYF6,MUC22,0.22221181,0.130860879,0.111505909,0.0,0.0
407,E2RYF7,HCG22,0.23989598,0.297297838,0.073037112,0.0,0.0
408,E5RIL1,UPK3BL2,0.4085234,0.507565458,0.082331563,0.0,0.0
409,E5RJM6,ANKRD65,0.61803883,0.772726484,0.376858783,,1.338178509
410,E7EW31,PROB1,0.22786464,0.277335719,0.328993304,,1.803202311
411,E9PAV3,NACA,0.9739758,0.999999988,0.999990698,1.0,6.258091388
412,F2Z3M2,LINC02876,0.3826836,0.478154664,0.087427711,0.0,0.0
413,F5H284,PPIAL4D,0.9772842,0.997723839,0.857098599,1.0,0.0
414,F5H4B4,FAM227A,0.2457454,0.177269867,0.214630733,0.0,0.83020484
415,F8W1W9,NPIPB9,0.445706,0.133300001,0.115438466,0.0,0.0
416,F8WCM5,INS-IGF2,0.31873915,0.419581654,0.206727483,0.0,0.034588587
417,G2XKQ0,SUMO1P1,0.97289467,0.966143996,0.417816714,,5.121097199
418,G9CGD6,CNK3/IPCEF1,0.64182544,0.812350227,0.404817257,,0.0
419,H0UI37,TSTD3,0.63504606,0.800662172,0.029345336,0.0,0.019332055
420,H3BPF8,GOLGA8S,0.4454539,0.239543365,0.292997278,0.0,0.0
421,H3BPM6,MKRN2OS,0.36992913,0.187670707,0.331718845,,0.136139115
422,H3BQB6,STMND1,0.8601606,0.970990213,0.059885603,0.0,0.0
423,H3BQW9,FAM229A,0.66730285,0.893568256,0.331416879,,4.328174544
424,H3BUK9,POTEB2,0.5251169,0.341796612,0.369213089,,0.0
425,H7BZ55,CROCC2,0.3732337,0.386512056,0.318815718,,0.052721988
426,H7C350,CCDC188,0.56041205,0.659226041,0.183461539,0.0,1.336039824
427,I0J062,PANO1,0.5742866,0.708019151,0.090543575,0.0,0.0
428,I6L899,GOLGA8R,0.15085989,0.129827377,0.295183371,0.0,0.047941083
429,M0QZC1,RNF225,0.1622307,0.159788727,0.091853785,0.0,0.535962846
430,M0R2J8,DCDC1,0.22850329,0.166924362,0.632538909,,0.003112697
431,O00110,OVOL3,0.6116113,0.762629444,0.21020771,0.0,0.83714379
432,O00116,AGPS,0.9715893,0.99320063,0.984033803,1.0,1.196407522
433,O00139,KIF2A,0.8907996,0.790618996,0.689199464,,1.52147081
434,O00142,TK2,0.96657884,0.994220618,0.557834479,,1.614403749
435,O00148,DDX39A,0.97248447,0.999999585,0.999999994,1.0,5.251874104
436,O00151,PDLIM1,0.97389066,0.999993349,0.999714877,1.0,3.973616588
437,O00154,ACOT7,0.471122,0.140172987,0.756104985,1.0,1.739753063
438,O00155,GPR25,0.20403923,0.135807103,0.07472941,0.0,0.611380355
439,O00159,MYO1C,0.6455942,0.818998799,0.875001591,1.0,3.861938076
440,O00160,MYO1F,0.9739758,0.999999477,0.949305347,1.0,2.946721148
441,O00161,SNAP23,0.9771648,0.999999926,1.0,1.0,2.592310588
442,O00165,HAX1,0.8965274,0.73448687,0.891835485,1.0,5.205456136
443,O00170,AIP,0.96725297,0.999998905,0.889212414,1.0,2.637811111
444,O00178,GTPBP1,0.8627663,0.746139408,0.670399558,,4.217936544
445,O00182,LGALS9,0.9480717,0.809883222,0.819036536,1.0,4.573223788
446,O00186,STXBP3,0.82366765,0.608860492,0.756231663,1.0,2.067323558
447,O00187,MASP2,0.2728795,0.171213428,0.318912439,,0.355293128
448,O00192,ARVCF,0.46824285,0.32701427,0.453949933,,1.947834346
449,O00203,AP3B1,0.9718408,0.99485209,0.999796456,1.0,1.123589109
450,O00206,TLR4,0.355567,0.151912925,0.419863353,,1.680441144
451,O00212,RHOD,0.89353275,0.731452877,0.260992553,0.0,2.510219134
452,O00213,APBB1,0.84558535,0.700872863,0.410867537,,0.581834627
453,O00214,LGALS8,0.65405047,0.834340087,0.534721917,,3.324594221
454,O00217,NDUFS8,0.88488454,0.785849523,0.99391769,1.0,4.580318357
455,O00219,HAS3,0.3762878,0.166973103,0.178251861,0.0,4.632382337
456,O00220,TNFRSF10A,0.32427478,0.130467208,0.224196296,0.0,2.577397088
457,O00221,NFKBIE,0.78225785,0.601932131,0.462407115,,4.191007641
458,O00222,GRM8,0.41431412,0.514134012,0.356464181,,0.0
459,O00231,PSMD11,0.97835505,0.999994489,0.999999943,1.0,4.038751335
460,O00232,PSMD12,0.978092,0.99981532,0.999956927,1.0,3.92957055
461,O00233,PSMD9,0.9756831,0.999999863,0.889720126,1.0,2.483099224
462,O00257,CBX4,0.65805835,0.460741792,0.142309456,0.0,5.415620247
463,O00258,GET1,0.95339286,0.941719787,0.166027914,0.0,0.884871653
464,O00264,PGRMC1,0.9741081,0.999999995,0.999999978,1.0,5.267158327
465,O00267,SUPT5H,0.97544223,0.999822141,0.922188611,1.0,4.787842587
466,O00268,TAF4,0.5291317,0.184955464,0.755887731,1.0,0.970651483
467,O00273,DFFA,0.9640541,0.999969265,0.950715829,1.0,3.985744129
468,O00291,HIP1,0.75770885,0.416036396,0.658740276,,0.665401407
469,O00292,LEFTY2,0.15608062,0.159953515,0.132052694,0.0,0.067931361
470,O00294,TULP1,0.56592804,0.596439408,0.303595664,,0.0
471,O00295,TULP2,0.2704769,0.304408878,0.496660907,,0.107527875
472,O00299,CLIC1,0.9787756,0.999999997,0.999999548,1.0,0.0
473,O00303,EIF3F,0.9778876,0.999534597,0.999988475,1.0,3.915169912
474,O00308,WWP2,0.6884365,0.340461364,0.476392553,,2.255811167
475,O00311,CDC7,0.45652744,0.208903027,0.450385263,,2.358218144
476,O00327,BMAL1,0.2743199,0.129859418,0.527984884,,0.0
477,O00329,PIK3CD,0.6330915,0.377700816,0.51534622,,1.096331105
478,O00330,PDHX,0.7977176,0.530361064,0.877440622,1.0,1.264910877
479,O00338,SULT1C2,0.40095776,0.436056715,0.284835232,0.0,2.334776223
480,O00339,MATN2,0.6223142,0.650928788,0.404554253,,0.145198234
481,O00370,0,0.1913226,0.216430686,0.276054241,0.0,0.0
482,O00391,QSOX1,0.9665749,0.951649505,0.844832933,1.0,4.259366759
483,O00400,SLC33A1,0.17376411,0.18177823,0.999312366,1.0,2.28576641
484,O00401,WASL,0.7292739,0.387360708,0.441784661,,2.535374504
485,O00408,PDE2A,0.46985695,0.521586518,0.675951392,,0.260230041
486,O00409,FOXN3,0.21981333,0.146291236,0.337858684,,0.70580863
487,O00410,IPO5,0.97788894,0.999999516,0.999999987,1.0,3.122713445
488,O00411,POLRMT,0.52240276,0.289761485,0.549628463,,4.455231947
489,O00421,CCRL2,0.26850617,0.153672969,0.2484301,0.0,2.828517689
490,O00429,DNM1L,0.9766531,0.999999278,0.999966714,1.0,3.008377315
491,O00442,RTCA,0.9709976,0.992842769,0.983548673,1.0,3.043974821
492,O00443,PIK3C2A,0.6318813,0.325566231,0.559754267,,1.977283025
493,O00444,PLK4,0.40995023,0.159461608,0.536669862,,2.977674321
494,O00451,GFRA2,0.20992902,0.226198699,0.258642365,0.0,0.035224514
495,O00459,PIK3R2,0.76186496,0.555356234,0.51079227,,1.290225812
496,O00461,GOLIM4,0.43738323,0.150066455,0.809518587,1.0,3.21707704
497,O00463,TRAF5,0.6304982,0.693984941,0.386618815,,2.152510368
498,O00468,AGRN,0.6735413,0.510757738,0.311246892,,5.331568565
499,O00469,PLOD2,0.9660483,0.999991305,0.738579694,1.0,1.688755297
500,O00471,EXOC5,0.69641626,0.364752339,0.475116957,,1.553387482
501,O00472,ELL2,0.5821767,0.45127492,0.598450918,,2.687165033
502,O00478,BTN3A3,0.6548424,0.470989365,0.618435274,,2.477750586
503,O00481,BTN3A1,0.49608308,0.246159731,0.591206517,,3.031737486
504,O00483,NDUFA4,0.9769776,0.999943385,0.998618403,1.0,4.783827583
505,O00487,PSMD14,0.977372,0.999998881,0.99999998,1.0,1.973167045
506,O00488,ZNF593,0.76086795,0.698719724,0.343575502,,6.059049158
507,O00499,BIN1,0.97582924,0.999652702,0.829064285,1.0,2.723941981
508,O00501,CLDN5,0.643392,0.735255766,0.138740989,0.0,0.0
509,O00505,KPNA3,0.97400653,0.960778054,0.999972881,1.0,2.029092371
510,O00506,STK25,0.969354,0.999978845,0.976438316,1.0,4.006271057
511,O00507,USP9Y,0.5157938,0.632198378,0.713476166,1.0,0.004154205
512,O00512,BCL9,0.48078358,0.242656929,0.541646765,,2.122626779
513,O00515,LAD1,0.3612436,0.182956394,0.6633075,,5.775025138
514,O00533,CHL1,0.42590076,0.429261603,0.530437603,,0.00473376
515,O00534,VWA5A,0.79753083,0.742480609,0.890167525,1.0,2.431550034
516,O00548,DLL1,0.24508555,0.168806798,0.458627739,,0.0
517,O00555,CACNA1A,0.18664698,0.207561175,0.476224593,,0.039424345
518,O00560,SDCBP,0.9729954,0.969149473,0.99633213,1.0,4.246883402
519,O00562,PITPNM1,0.5276241,0.335520136,0.727344279,1.0,3.948174441
520,O00566,MPHOSPH10,0.9700513,0.990936853,0.878306618,1.0,4.060752575
521,O00567,NOP56,0.97556925,0.999988196,0.999807482,1.0,6.763739802
522,O00571,DDX3X,0.97397566,0.999996465,0.99999969,1.0,5.257197749
523,O00602,FCN1,0.48690796,0.254083368,0.809898708,1.0,4.401316711
524,O00628,PEX7,0.9369768,0.905589492,0.109925711,0.0,0.715615835
525,O00629,KPNA4,0.9766202,0.985262265,0.995030537,1.0,3.028526798
526,O00635,TRIM38,0.48847532,0.238390186,0.233429062,0.0,3.164140658
527,O00716,E2F3,0.35552353,0.13014858,0.224453624,0.0,1.381603855
528,O00750,PIK3C2B,0.60848826,0.315242882,0.516838929,,3.052297786
529,O00754,MAN2B1,0.9740054,0.999849282,0.999934891,1.0,3.612097024
530,O00755,WNT7A,0.45234844,0.456602931,0.176452774,0.0,0.005256972
531,O00757,FBP2,0.97084326,0.95649153,0.913441794,1.0,0.082715615
532,O00762,UBE2C,0.95653814,0.896420678,0.548488902,,6.082387452
533,O00763,ACACB,0.6727788,0.47089787,0.759838029,1.0,0.83762906
534,O00764,PDXK,0.97388554,0.999999994,0.9999837,1.0,3.874366289
535,O00767,SCD,0.50166357,0.302322102,0.558585725,,4.790127243
536,O14490,DLGAP1,0.29466295,0.209845028,0.34088738,,0.009074966
537,O14492,SH2B2,0.2958581,0.155323678,0.365506483,,1.283285564
538,O14497,ARID1A,0.82158566,0.631583109,0.997296561,1.0,3.201747544
539,O14503,BHLHE40,0.24307881,0.139212686,0.239079707,0.0,7.72650061
540,O14511,NRG2,0.27438593,0.129828386,0.384695189,,0.00171005
541,O14513,NCKAP5,0.25794274,0.14572449,0.592423305,,0.031386111
542,O14514,ADGRB1,0.4994671,0.188630145,0.362192969,,0.134776231
543,O14522,PTPRT,0.37570986,0.301040279,0.48682282,,0.000301012
544,O14525,ASTN1,0.2583283,0.180716417,0.405315801,,0.005451124
545,O14526,FCHO1,0.6362953,0.321993368,0.588069532,,2.334136421
546,O14529,CUX2,0.2988282,0.321090668,0.343513914,,0.023118433
547,O14530,TXNDC9,0.8083955,0.502932159,0.557461715,,2.600159053
548,O14559,ARHGAP33,0.69725066,0.924341204,0.693053563,,2.535866888
549,O14562,UBFD1,0.50055665,0.142353753,0.536893746,,4.003647804
550,O14578,CIT,0.9131885,0.709523698,0.66027883,,1.680680384
551,O14579,COPE,0.9739683,0.999755145,0.99999974,1.0,4.546190052
552,O14594,NCAN,0.22057278,0.140333195,0.343798077,,0.008316568
553,O14607,UTY,0.29297233,0.370611657,0.633838109,,0.002729728
554,O14617,AP3D1,0.97344244,0.982834823,0.999055347,1.0,4.158283568
555,O14618,CCS,0.97171324,0.99836283,0.99752125,1.0,2.782694831
556,O14628,ZNF195,0.3813665,0.345384034,0.761405696,1.0,2.935288116
557,O14639,ABLIM1,0.87860787,0.767529848,0.585926896,,1.898493883
558,O14640,DVL1,0.1762828,0.186986682,0.491567976,,4.9662447
559,O14646,CHD1,0.4797825,0.171963894,0.488026258,,2.887916383
560,O14647,CHD2,0.9636139,0.897241255,0.71210693,1.0,3.061505568
561,O14653,GOSR2,0.566293,0.697066719,0.999999999,1.0,2.236008888
562,O14654,IRS4,0.5868745,0.377418257,0.376288589,,0.0
563,O14656,TOR1A,0.9386517,0.872352048,0.898589584,1.0,3.651365589
564,O14657,TOR1B,0.7482588,0.511240739,0.585507284,,3.794852201
565,O14672,ADAM10,0.42770556,0.185375519,0.899394406,1.0,2.25584141
566,O14682,ENC1,0.17289723,0.179965234,0.477989342,,5.371203212
567,O14683,TP53I11,0.9503252,0.989729589,0.999999946,1.0,3.068710222
568,O14686,KMT2D,0.9639808,0.944707873,0.944688429,1.0,4.768502954
569,O14709,ZNF197,0.1509436,0.130034579,0.23094342,0.0,1.293339963
570,O14715,RGPD8,0.9705673,0.928411929,0.966956796,1.0,0.110647139
571,O14727,APAF1,0.756437,0.577337151,0.689606406,,1.778593946
572,O14730,RIOK3,0.90851223,0.825359338,0.656163392,,3.920952282
573,O14732,IMPA2,0.73971266,0.499322796,0.89683371,1.0,2.962424764
574,O14737,PDCD5,0.9774451,0.999999976,0.999995373,1.0,5.933472959
575,O14745,NHERF1,0.972283,0.999999945,0.994266946,1.0,0.0
576,O14746,TERT,0.4453529,0.215553686,0.248215655,0.0,0.343015339
577,O14756,HSD17B6,0.21621992,0.156267597,0.366538559,,0.037065486
578,O14763,TNFRSF10B,0.8122542,0.837029728,0.521539213,,4.142637722
579,O14773,TPP1,0.97533244,0.99991689,0.952078606,1.0,5.514537304
580,O14775,GNB5,0.52551776,0.377273595,0.451104864,,1.119479343
581,O14776,TCERG1,0.8852861,0.718813005,0.831519702,1.0,3.462219953
582,O14782,KIF3C,0.38013107,0.132425473,0.270867759,0.0,1.440460275
583,O14786,NRP1,0.6105401,0.538841558,0.420400612,,1.750229328
584,O14787,TNPO2,0.97413355,0.985609457,0.993425848,1.0,4.258388668
585,O14791,APOL1,0.3583833,0.133653441,0.647519211,,6.714665522
586,O14793,MSTN,0.2781319,0.174340756,0.288015749,0.0,0.046741643
587,O14795,UNC13B,0.66073394,0.846912425,0.791486841,1.0,1.3006662
588,O14802,POLR3A,0.4667921,0.174158258,0.372721541,,1.895317088
589,O14807,MRAS,0.5743315,0.327459712,0.429634178,,1.143669506
590,O14815,CAPN9,0.47287193,0.288668629,0.362221663,,0.92222509
591,O14818,PSMA7,0.9771236,0.999999994,0.999999565,1.0,6.057868787
592,O14827,RASGRF2,0.34605277,0.14758329,0.39302389,,0.034310949
593,O14828,SCAMP3,0.97258997,0.999099885,0.991569174,1.0,0.099191104
594,O14829,PPEF1,0.6194509,0.416139079,0.219975011,0.0,0.019717995
595,O14830,PPEF2,0.44032556,0.224586501,0.347404698,,0.0
596,O14832,PHYH,0.7095292,0.540745557,0.278981033,0.0,1.154530527
597,O14841,OPLAH,0.50025254,0.343356622,0.85264104,1.0,3.947395202
598,O14867,BACH1,0.67234993,0.700581299,0.494007001,,0.867210622
599,O14874,BCKDK,0.778084,0.51177503,0.746325029,1.0,4.853291253
600,O14879,IFIT3,0.9738652,0.996361947,0.785887346,1.0,1.766010165
601,O14880,MGST3,0.97509503,0.999999143,0.99994842,1.0,3.533260947
602,O14896,IRF6,0.27144977,0.194647305,0.742009602,1.0,3.837681602
603,O14901,KLF11,0.22710587,0.135872518,0.214293069,0.0,3.985935052
604,O14908,GIPC1,0.9712043,0.999842186,0.994685986,1.0,5.204129778
605,O14910,LIN7A,0.93882567,0.944531813,0.868711443,1.0,0.040791096
606,O14917,PCDH17,0.2651682,0.26065505,0.675042597,,0.0
607,O14920,IKBKB,0.9521328,0.903349576,0.837508005,1.0,2.784732315
608,O14924,RGS12,0.70473516,0.630991094,0.715202004,1.0,0.653767192
609,O14925,TIMM23,0.97662634,0.999673851,0.999974076,1.0,3.195329946
610,O14926,FSCN2,0.46720454,0.231910589,0.23926209,0.0,1.486128726
611,O14929,HAT1,0.9765217,0.998009036,0.998858444,1.0,1.86640065
612,O14931,NCR3,0.29804268,0.188724953,0.338574095,,0.0
613,O14933,UBE2L6,0.9747326,0.999999988,0.857142495,1.0,2.544124437
614,O14936,CASK,0.50483036,0.61887773,0.872947622,1.0,1.819442603
615,O14939,PLD2,0.67983514,0.404957179,0.720008792,1.0,3.054147312
616,O14948,TFEC,0.628068,0.59010034,0.215664775,0.0,0.314553541
617,O14949,UQCRQ,0.9761915,0.999623802,0.999008333,1.0,6.415403641
618,O14950,MYL12B,0.9770511,1.0,0.999999997,1.0,6.002771433
619,O14957,UQCR11,0.97046363,0.999855888,0.285710856,0.0,4.129080287
620,O14964,HGS,0.97581613,0.999979995,0.900338276,1.0,5.479864209
621,O14965,AURKA,0.7091914,0.455717912,0.411727654,,3.506111519
622,O14966,RAB29,0.97708535,0.999675295,0.885988293,1.0,3.450358459
623,O14967,CLGN,0.22616924,0.276176226,0.639456407,,0.097981332
624,O14972,VPS26C,0.84737086,0.795308381,0.238255713,0.0,2.373543939
625,O14974,PPP1R12A,0.97626126,0.999942508,0.940512847,1.0,1.959458492
626,O14976,GAK,0.9700113,0.993789486,0.959513234,1.0,3.336451405
627,O14977,AZIN1,0.7801378,0.534547112,0.405367002,,2.802068569
628,O14978,ZNF263,0.5497885,0.554507811,0.490071848,,3.668808287
629,O14979,HNRNPDL,0.97672653,0.999999999,0.999999963,1.0,6.190476068
630,O14980,XPO1,0.9770247,0.999903808,0.998803714,1.0,4.111796618
631,O14981,BTAF1,0.5783617,0.291369454,0.455141274,,2.575398489
632,O14983,ATP2A1,0.967838,0.974095017,0.999994028,1.0,1.483243295
633,O14990,PPP1R2C,0.20445499,0.240152531,0.266242701,0.0,1.374755417
634,O15013,ARHGEF10,0.3058588,0.386968781,0.347950901,,0.0
635,O15014,ZNF609,0.40107405,0.170189094,0.462240931,,1.448380703
636,O15015,ZNF646,0.21110246,0.144975954,0.58558869,,3.98442101
637,O15016,TRIM66,0.261433,0.328421077,0.486351614,,1.573291969
638,O15018,PDZD2,0.46876144,0.454051482,0.364366686,,0.006395596
639,O15020,SPTBN2,0.79146266,0.665479621,0.845435122,1.0,3.284137485
640,O15021,MAST4,0.48668632,0.37521193,0.771323755,1.0,0.420560994
641,O15027,SEC16A,0.8891049,0.744435733,0.98144092,1.0,4.511756483
642,O15031,PLXNB2,0.49150082,0.602949468,0.941042488,1.0,6.357701539
643,O15033,AREL1,0.515114,0.247284188,0.501653802,,2.34023348
644,O15034,RIMBP2,0.22278549,0.135218156,0.474629835,,0.013467796
645,O15037,KHNYN,0.4190947,0.519556004,0.732029381,1.0,4.587055626
646,O15042,U2SURP,0.6671379,0.256851693,0.999191368,1.0,2.933012123
647,O15050,TRANK1,0.19870117,0.229962576,0.450477537,,0.659097646
648,O15054,KDM6B,0.5009055,0.264429807,0.523869734,,5.01135351
649,O15055,PER2,0.3618444,0.306647227,0.467387099,,3.324539527
650,O15056,SYNJ2,0.9633411,0.883750421,0.557309237,,2.478519453
651,O15060,ZBTB39,0.38461193,0.355823791,0.281986684,0.0,3.428789769
652,O15061,SYNM,0.8229449,0.75008012,0.71840951,1.0,4.578520682
653,O15063,GARRE1,0.49399143,0.228098168,0.63523785,,0.366620532
654,O15066,KIF3B,0.5429017,0.262009633,0.625876114,,3.185991125
655,O15067,PFAS,0.9772914,0.999999994,0.876970874,1.0,3.2781934
656,O15068,MCF2L,0.43185735,0.315615437,0.667885163,,0.848632682
657,O15072,ADAMTS3,0.19974351,0.132837954,0.29662708,0.0,0.0
658,O15078,CEP290,0.6913631,0.603484942,0.775980563,1.0,1.974164487
659,O15083,ERC2,0.31548452,0.248734302,0.363734962,,0.006629402
660,O15084,ANKRD28,0.7525062,0.565450882,0.453061642,,1.369873712
661,O15085,ARHGEF11,0.5510547,0.259920928,0.35871689,,2.344304907
662,O15090,ZNF536,0.3576787,0.277181553,0.663354201,,0.000688018
663,O15091,PRORP,0.35516578,0.163525551,0.449260754,,0.384268257
664,O15111,CHUK,0.40878773,0.129813455,0.38754886,,2.304209932
665,O15116,LSM1,0.95424885,0.823546358,0.746321325,1.0,3.357638192
666,O15117,FYB1,0.16464275,0.162146455,0.596756813,,1.046575853
667,O15118,NPC1,0.54928803,0.280592605,0.382699211,,2.599865651
668,O15119,TBX3,0.19836545,0.146928617,0.302552394,,3.572378209
669,O15120,AGPAT2,0.96034414,0.999377373,0.999305971,1.0,5.65048572
670,O15123,ANGPT2,0.34909195,0.272357322,0.515625559,,0.015697515
671,O15131,KPNA5,0.9654209,0.951026394,0.997886391,1.0,0.586778056
672,O15143,ARPC1B,0.979054,0.999978521,0.999956215,1.0,4.094685989
673,O15144,ARPC2,0.9789457,0.999999974,0.999999493,1.0,4.578254238
674,O15145,ARPC3,0.9791266,0.999999998,0.999995966,1.0,5.368143413
675,O15146,MUSK,0.36977488,0.135034657,0.253397756,0.0,0.002438228
676,O15151,MDM4,0.90830934,0.824701067,0.435194482,,3.72470296
677,O15160,POLR1C,0.97396857,0.999760956,0.904567505,1.0,2.594538206
678,O15162,PLSCR1,0.9660881,0.990113409,0.418069433,,3.221804402
679,O15164,TRIM24,0.5415046,0.237842579,0.25481629,0.0,1.903797656
680,O15165,LDLRAD4,0.967063,0.967861807,0.379802182,,0.343277225
681,O15169,AXIN1,0.3802594,0.129846988,0.250378776,0.0,3.152137659
682,O15173,PGRMC2,0.9733559,0.980136346,0.999987563,1.0,3.372029437
683,O15195,VILL,0.81438506,0.587288789,0.652154546,,4.120519734
684,O15197,EPHB6,0.51751465,0.360404048,0.508370491,,0.727499186
685,O15204,ADAMDEC1,0.283043,0.246762797,0.438987186,,0.599074247
686,O15209,ZBTB22,0.30877015,0.177667943,0.354000538,,0.0
687,O15211,RGL2,0.37776357,0.148775966,0.573777286,,0.04511745
688,O15212,PFDN6,0.80132633,0.486548978,0.710706379,1.0,0.071325213
689,O15213,WDR46,0.8398825,0.742132781,0.266043557,0.0,0.064238854
690,O15218,GPR182,0.28686437,0.173368034,0.128669172,0.0,0.0
