,accession,gene_symbol,pred_prob,raw_prob,soft_label,hard_label,mRNA
1504,P00813,ADA,0.9717278,0.999998626,0.689923945,,0.870544412
1505,P00915,CA1,0.9693646,0.999987306,0.998294768,1.0,0.0
1506,P00966,ASS1,0.6426112,0.379167059,0.685177599,,1.643837299
1507,P00973,OAS1,0.96336436,0.993743988,0.728463675,1.0,3.662477704
1508,P01008,SERPINC1,0.8513175,0.883217962,0.737319451,1.0,0.024560724
1509,P01009,SERPINA1,0.9659615,1.0,0.999999958,1.0,4.835726721
1510,P01011,SERPINA3,0.95863986,0.999999998,0.99955506,1.0,2.263519774
1511,P01019,AGT,0.36041662,0.280177826,0.719294865,1.0,0.18443965
1512,P01023,A2M,0.96045035,0.999964563,0.907078536,1.0,2.050698838
1513,P01024,C3,0.9607487,0.999999996,0.999999498,1.0,2.804563607
1514,P01031,C5,0.49505243,0.464660611,0.591500053,,1.112233749
1515,P01033,TIMP1,0.960021,0.996076945,0.882636493,1.0,7.306242227
1516,P01034,CST3,0.967675,0.999971377,0.857051778,1.0,6.236860209
1517,P01036,CST4,0.75937134,0.637348929,0.141609538,0.0,0.0
1518,P01042,KNG1,0.490438,0.601690631,0.755360945,1.0,0.071922833
1519,P01100,FOS,0.6471622,0.575267815,0.0,0.0,9.222781337
1520,P01106,MYC,0.23032804,0.282695489,0.224361367,0.0,6.296437807
1521,P01111,NRAS,0.5117704,0.221053989,0.999725378,1.0,4.242343722
1522,P01112,HRAS,0.96132505,0.910621044,0.999620989,1.0,0.064122469
1523,P01130,LDLR,0.39556846,0.171112516,0.67193867,,4.288952765
1524,P01133,EGF,0.5522788,0.407317776,0.254318512,0.0,0.006645917
1525,P01137,TGFB1,0.33977652,0.167432048,0.41646378,,2.775806081
1526,P01225,FSHB,0.22229275,0.325763287,0.120319708,0.0,0.0
1527,P01266,TG,0.6432071,0.646990686,0.788846058,1.0,0.021115285
1528,P01275,GCG,0.47974357,0.385279409,0.099203932,0.0,0.0
1529,P01282,VIP,0.16579176,0.147222753,0.3044775,,0.0
1530,P01350,GAST,0.46767876,0.610184763,0.186291888,0.0,0.654685286
1531,P01563,IFNA2,0.9501338,0.967722403,0.116698099,0.0,0.0
1532,P01568,IFNA21,0.44308674,0.308642566,0.131555544,0.0,0.0
1533,P01583,IL1A,0.5312444,0.424761923,0.30022429,,0.84875207
1534,P01591,JCHAIN,0.97394675,0.999042608,0.799601537,1.0,1.071610335
1535,P01593,IGKV1D-33,0.97396684,0.999704469,0.400739993,,0.0
1536,P01594,IGKV1-33,0.97396684,0.999704469,0.400739993,,0.0
1537,P01599,IGKV1-17,0.30011767,0.379734827,0.245465006,0.0,0.0
1538,P01602,IGKV1-5,0.97342175,0.982189621,0.142280179,0.0,2.036717029
1539,P01619,IGKV3-20,0.97396344,0.999592091,0.401323057,,2.767778553
1540,P01624,IGKV3-15,0.97388613,0.997047979,0.279342304,0.0,2.53203994
1541,P01732,CD8A,0.9600584,0.994915243,0.413190558,,0.820945241
1542,P01733,TRBV12-3,0.6549399,0.83598964,0.163109122,0.0,0.0
1543,P01743,IGHV1-46,0.6747514,0.874728471,0.353617753,,0.0
1544,P01762,IGHV3-11,0.9366026,0.99988214,0.746054276,1.0,0.0
1545,P01763,IGHV3-48,0.97397214,0.99988214,0.746052792,1.0,0.0
1546,P01764,IGHV3-23,0.97397524,0.99998336,0.694531876,,0.0
1547,P01766,IGHV3-13,0.97397214,0.99988214,0.385758908,,0.0
1548,P01767,IGHV3-53,0.9739618,0.999539304,0.743498413,1.0,0.0
1549,P01768,IGHV3-30,0.97397524,0.99998336,0.733268905,1.0,0.0
1550,P01772,IGHV3-33,0.9739618,0.999539304,0.743498413,1.0,2.410069364
1551,P01780,IGHV3-7,0.9739733,0.999917075,0.746052792,1.0,0.0
1552,P01782,IGHV3-9,0.9739742,0.999950273,0.559038036,,0.0
1553,P01814,IGHV2-70,0.68672127,0.900269065,0.0,0.0,1.567831344
1554,P01833,PIGR,0.34412464,0.131904113,0.645099853,,3.834030583
1555,P01834,IGKC,0.9739758,0.999999971,0.996222132,1.0,6.019677261
1556,P01857,IGHG1,0.9739758,1.0,0.999999906,1.0,0.0
1557,P01859,IGHG2,0.9739758,1.0,0.998080207,1.0,0.0
1558,P01860,IGHG3,0.9739758,0.999999998,0.999986034,1.0,0.0
1559,P01861,IGHG4,0.9739758,1.0,0.999958955,1.0,0.0
1560,P01871,IGHM,0.97395647,0.999362148,0.917251662,1.0,0.071881826
1561,P01876,IGHA1,0.9739758,0.999999998,0.879014478,1.0,0.0
1562,P01877,IGHA2,0.9739758,0.999999984,0.901555743,1.0,0.0
1563,P01880,IGHD,0.18327266,0.201006764,0.143965436,0.0,0.0
1564,P01889,HLA-B,0.9651091,0.999997699,0.999999989,1.0,0.664308614
1565,P01893,HLA-H,0.9739754,0.999988582,0.999999862,1.0,0.220265548
1566,P01903,HLA-DRA,0.9606338,0.999997509,0.996979459,1.0,0.06305228
1567,P01906,HLA-DQA2,0.95937574,0.999846411,0.84947056,1.0,0.0
1568,P01911,HLA-DRB1,0.96409124,0.999914841,0.98250196,1.0,0.0
1569,P01920,HLA-DQB1,0.96311384,0.99999924,0.424465858,,0.0
1570,P02008,HBZ,0.9478825,0.961903012,0.980442513,1.0,0.0
1571,P02042,HBD,0.9739758,0.999999995,0.99999987,1.0,0.0
1572,P02100,HBE1,0.9739749,0.999969583,0.997356305,1.0,0.002830685
1573,P02144,MB,0.6470886,0.821666271,0.397085593,,0.149946802
1574,P02452,COL1A1,0.41761386,0.257574694,0.352121657,,4.326143796
1575,P02458,COL2A1,0.50069225,0.424262931,0.39516453,,0.041710903
1576,P02461,COL3A1,0.9275982,0.92612774,0.53500072,,2.575644427
1577,P02462,COL4A1,0.41899914,0.259121516,0.486092567,,0.053806397
1578,P02533,KRT14,0.9647858,1.0,0.999981228,1.0,1.011152979
1579,P02538,KRT6A,0.9614141,0.999999877,0.999905049,1.0,3.422525653
1580,P02545,LMNA,0.97564256,1.0,1.0,1.0,5.549724806
1581,P02549,SPTA1,0.1920739,0.217833862,0.459058104,,0.0
1582,P02585,TNNC2,0.6729788,0.518006371,0.11568243,0.0,1.102650193
1583,P02647,APOA1,0.9616475,0.999998677,0.881125324,1.0,1.703694302
1584,P02649,APOE,0.95873934,0.999382816,0.999969275,1.0,7.172182879
1585,P02656,APOC3,0.9482436,0.999998573,0.99860146,1.0,0.26219043
1586,P02671,FGA,0.97397566,0.99999724,0.996791744,1.0,1.721402002
1587,P02675,FGB,0.9711363,1.0,0.999997447,1.0,4.099846439
1588,P02679,FGG,0.96012473,0.999999998,0.999998959,1.0,0.940481448
1589,P02730,SLC4A1,0.9569432,0.964567607,0.867607956,1.0,0.049825833
1590,P02743,APCS,0.6724937,0.558791148,0.627291701,,0.0
1591,P02748,C9,0.515481,0.396674946,0.679942978,,0.015313713
1592,P02749,APOH,0.9496198,0.981157479,0.815317449,1.0,0.100601513
1593,P02751,FN1,0.96072745,0.981074641,0.920622719,1.0,5.141838348
1594,P02760,AMBP,0.25261775,0.139555608,0.666826319,,0.584793896
1595,P02763,ORM1,0.9580459,0.999998344,0.956140741,1.0,0.181456778
1596,P02765,AHSG,0.97391933,0.998141404,0.993779086,1.0,0.88605503
1597,P02768,ALB,0.9620482,1.0,0.999997688,1.0,0.053740911
1598,P02774,GC,0.95807713,0.999835515,0.970690975,1.0,0.026617212
1599,P02778,CXCL10,0.44096154,0.282941557,0.0,0.0,1.759058794
1600,P02786,TFRC,0.9739643,0.999621539,0.999999987,1.0,3.962991115
1601,P02787,TF,0.97257406,0.999953735,0.999790543,1.0,0.019744877
1602,P02788,LTF,0.96093535,1.0,0.999993069,1.0,0.039889814
1603,P02790,HPX,0.68453723,0.596485743,0.625495377,,0.873645616
1604,P02792,FTL,0.97680867,0.999999997,0.999999838,1.0,10.05401602
1605,P02794,FTH1,0.97674483,0.999998984,0.999932808,1.0,8.113888681
1606,P02810,PRH1; PRH2,0.9153382,0.833756126,0.0,0.0,0.0
1607,P03951,F11,0.44624513,0.492305899,0.411768095,,0.0
1608,P03952,KLKB1,0.57647747,0.456475801,0.397696478,,0.146262494
1609,P03956,MMP1,0.3080528,0.149350164,0.281826741,0.0,3.620731594
1610,P03971,AMH,0.21927887,0.234492563,0.223032788,0.0,3.964948008
1611,P03986,TRGC2,0.28255025,0.357041716,0.135464586,0.0,0.183961425
1612,P04003,C4BPA,0.24788024,0.144922457,0.446947699,,0.920629996
1613,P04004,VTN,0.96260357,0.997414475,0.991302983,1.0,1.107648109
1614,P04035,HMGCR,0.43833977,0.183128303,0.533683496,,2.941298422
1615,P04040,CAT,0.967218,0.99999998,0.999947725,1.0,3.216555886
1616,P04049,RAF1,0.97365487,0.989559699,0.677149976,,3.070352574
1617,P04062,GBA1,0.42602405,0.139985294,0.998472563,1.0,0.0
1618,P04070,PROC,0.2186205,0.129823034,0.697958194,,0.483659918
1619,P04075,ALDOA,0.9739758,1.0,1.0,1.0,8.412215967
1620,P04080,CSTB,0.9734683,0.99991863,0.999985715,1.0,6.890789655
1621,P04083,ANXA1,0.97628164,1.0,0.999999685,1.0,6.529077929
1622,P04114,APOB,0.5012197,0.34626227,0.61400682,,0.023386327
1623,P04150,NR3C1,0.58495504,0.396532759,0.761488267,1.0,0.930059136
1624,P04179,SOD2,0.9710675,1.0,0.999971154,1.0,0.0
1625,P04180,LCAT,0.36115572,0.24263696,0.313226319,,3.035321518
1626,P04181,OAT,0.5345432,0.22237308,0.978834127,1.0,3.336194729
1627,P04198,MYCN,0.7353969,0.542970518,0.356310579,,0.419303626
1628,P04216,THY1,0.3251736,0.212007199,0.193655452,0.0,1.379067321
1629,P04233,CD74,0.9692811,0.999999649,0.999994844,1.0,7.005520499
1630,P04234,CD3D,0.9636142,0.998622633,0.814735366,1.0,1.822743796
1631,P04259,KRT6B,0.95884347,0.999999578,0.999904165,1.0,4.857828476
1632,P04264,KRT1,0.9708049,0.999999947,0.999849072,1.0,0.0
1633,P04271,S100B,0.9563842,0.998753343,0.381325641,,1.495885911
1634,P04275,VWF,0.5860854,0.452832221,0.41506288,,0.03384088
1635,P04278,SHBG,0.6713487,0.827597362,0.719629507,1.0,0.017157302
1636,P04350,TUBB4A,0.9703123,1.0,1.0,1.0,0.11181583
1637,P04406,GAPDH,0.9739758,0.999999999,1.0,1.0,9.745160447
1638,P04435,TRBV7-9,0.6665578,0.858218532,0.328935063,,0.0
1639,P04439,HLA-A,0.9677864,0.999988582,0.999999853,1.0,0.62747279
1640,P04440,HLA-DPB1,0.9668013,0.999840812,0.8684257,1.0,0.0
1641,P04626,ERBB2,0.92153937,0.883912691,0.690448746,,4.189225961
1642,P04629,NTRK1,0.4360045,0.215650384,0.458733465,,0.015125023
1643,P04632,CAPNS1,0.9739758,1.0,1.0,1.0,6.57561354
1644,P04792,HSPB1,0.9776143,1.0,0.999999991,1.0,8.667822205
1645,P04798,CYP1A1,0.5106053,0.625867383,0.363979979,,0.0
1646,P04839,CYBB,0.96958244,0.997970088,0.974992597,1.0,3.075825569
1647,P04843,RPN1,0.97739536,0.999999376,1.0,1.0,4.13189745
1648,P04844,RPN2,0.9782842,0.999978133,1.0,1.0,4.562895846
1649,P04899,GNAI2,0.9712791,0.999999974,0.99999995,1.0,4.404854524
1650,P04908,H2AC4; H2AC8,0.9752146,0.999992972,0.999999999,1.0,0.0
1651,P05023,ATP1A1,0.9753931,0.999952299,0.999999768,1.0,5.704622109
1652,P05026,ATP1B1,0.9658287,0.98802958,0.999999585,1.0,3.832106427
1653,P05060,CHGB,0.26785368,0.16610186,0.356314707,,0.047450646
1654,P05062,ALDOB,0.48621166,0.596700041,0.917769982,1.0,0.323076779
1655,P05067,APP,0.962341,0.968153241,0.892424845,1.0,3.050211486
1656,P05089,ARG1,0.60864455,0.442709994,0.40021629,,0.0
1657,P05091,ALDH2,0.9702964,0.99999324,0.999993459,1.0,3.348088957
1658,P05093,CYP17A1,0.31608304,0.171947785,0.194137904,0.0,0.0
1659,P05106,ITGB3,0.38528335,0.129848991,0.320985274,,0.027681476
1660,P05107,ITGB2,0.9701886,0.999999992,0.999776527,1.0,4.035619744
1661,P05108,CYP11A1,0.5969423,0.560101408,0.561173526,,0.022258313
1662,P05109,S100A8,0.9739758,0.999999998,0.999999962,1.0,6.293232726
1663,P05112,IL4,0.29885978,0.137971965,0.183921302,0.0,0.0
1664,P05121,SERPINE1,0.91749626,0.895904945,0.656485147,,3.846178178
1665,P05129,PRKCG,0.40926298,0.275260082,0.491260866,,1.430042571
1666,P05141,SLC25A5,0.9780125,0.99999725,0.999998946,1.0,7.603426742
1667,P05155,SERPING1,0.90200466,0.872430863,0.850580121,1.0,1.807505322
1668,P05160,F13B,0.21908137,0.132398785,0.551756791,,0.0
1669,P05162,LGALS2,0.6245389,0.783184378,0.065516148,0.0,1.129466999
1670,P05164,MPO,0.96284026,1.0,0.999996246,1.0,0.631446868
1671,P05165,PCCA,0.820416,0.66231098,0.950755528,1.0,0.237606746
1672,P05181,CYP2E1,0.38646814,0.190956133,0.405788028,,0.07918965
1673,P05186,ALPL,0.7194135,0.766851487,0.439397787,,0.04758628
1674,P05187,ALPP,0.36453193,0.23943282,0.33799781,,3.237458204
1675,P05198,EIF2S1,0.9775394,0.999992256,0.999939715,1.0,3.676099924
1676,P05305,EDN1,0.37808725,0.295300592,0.052617723,0.0,3.649601546
1677,P05362,ICAM1,0.9621861,0.996736908,0.907137435,1.0,4.424514542
1678,P05386,RPLP1,0.97775954,1.0,1.0,1.0,8.19728595
1679,P05387,RPLP2,0.9739758,0.999999709,0.999999998,1.0,7.944970341
1680,P05388,RPLP0,0.97412103,0.999999849,1.0,1.0,8.276906599
1681,P05452,CLEC3B,0.9485456,0.990258961,0.454526569,,0.136399921
1682,P05455,SSB,0.97886455,0.999997881,0.999998171,1.0,4.52839003
1683,P05538,HLA-DQB2,0.58187395,0.718632395,0.152149089,0.0,0.0
1684,P05543,SERPINA7,0.5066937,0.603425937,0.340091624,,0.0
1685,P05556,ITGB1,0.9701176,0.999449177,0.99999473,1.0,3.151628423
1686,P05771,PRKCB,0.97397,0.9998086,0.813991184,1.0,0.35906455
1687,P05783,KRT18,0.9739758,0.999999998,0.999999997,1.0,8.669542779
1688,P05787,KRT8,0.9688243,1.0,1.0,1.0,6.84906178
1689,P05813,CRYBA1,0.34361413,0.34586396,0.239920335,0.0,0.0
1690,P05976,MYL1,0.93844575,0.828600235,0.396484133,,0.0
1691,P05997,COL5A2,0.344024,0.180717433,0.477317722,,0.42096979
1692,P06127,CD5,0.6090066,0.546059736,0.609944235,,0.962364507
1693,P06132,UROD,0.9741434,0.996920624,0.816321513,1.0,4.455353368
1694,P06133,UGT2B4,0.41292086,0.39133757,0.176864145,0.0,0.0
1695,P06213,INSR,0.3564608,0.131051538,0.466315798,,0.80518832
1696,P06239,LCK,0.97397566,0.999999275,0.984516464,1.0,0.803278706
1697,P06241,FYN,0.96998674,0.997636606,0.912939376,1.0,0.903937265
1698,P06280,GLA,0.96841204,0.987257492,0.924070145,1.0,3.963515076
1699,P06312,IGKV4-1,0.973666,0.989915003,0.517679917,,2.807690127
1700,P06396,GSN,0.9773781,0.999999814,0.999998311,1.0,2.996009381
1701,P06401,PGR,0.38615218,0.223539486,0.469734098,,0.0
1702,P06493,CDK1,0.9721113,0.994190784,0.882755587,1.0,3.647500427
1703,P06576,ATP5F1B,0.976541,1.0,1.0,1.0,6.596208621
1704,P06681,C2,0.29227674,0.145399302,0.841459759,1.0,0.0
1705,P06702,S100A9,0.9723059,1.0,1.0,1.0,5.755447552
1706,P06703,S100A6,0.9756374,0.999999413,0.999994765,1.0,9.124814487
1707,P06727,APOA4,0.52030087,0.500454268,0.29545747,0.0,0.416511366
1708,P06729,CD2,0.9471922,0.926273614,0.501056085,,0.952018961
1709,P06730,EIF4E,0.97390306,0.997602681,0.999546594,1.0,2.259098105
1710,P06731,CEACAM5,0.9525365,0.992257528,0.849241291,1.0,7.102795924
1711,P06733,ENO1,0.9739758,1.0,1.0,1.0,6.745064764
1712,P06737,PYGL,0.97570807,0.984233122,0.9999004,1.0,1.128085574
1713,P06744,GPI,0.97536135,0.999999977,1.0,1.0,5.280956238
1714,P06748,NPM1,0.9769632,0.999999995,0.999999999,1.0,5.991739695
1715,P06753,TPM3,0.9739758,0.999999921,0.999646483,1.0,5.016746948
1716,P06756,ITGAV,0.38856462,0.173517666,0.995621144,1.0,1.741710397
1717,P06858,LPL,0.51831305,0.635290875,0.183629365,0.0,0.08835135
1718,P06865,HEXA,0.97397095,0.999838821,0.999999603,1.0,3.349842252
1719,P06899,H2BC11,0.9722367,0.999999689,0.999999909,1.0,3.184739726
1720,P07099,EPHX1,0.85252535,0.792145072,0.999999552,1.0,2.340502763
1721,P07101,TH,0.62391555,0.749503681,0.520333328,,1.382681855
1722,P07108,DBI,0.9739745,0.999959971,0.999951824,1.0,5.328458186
1723,P07195,LDHB,0.9739758,1.0,0.999999294,1.0,1.115395956
1724,P07196,NEFL,0.9590317,0.999968691,0.88876801,1.0,0.11034696
1725,P07197,NEFM,0.95744747,0.999982021,0.887151086,1.0,0.173077873
1726,P07203,GPX1,0.9739758,0.999999994,0.999999406,1.0,7.764376779
1727,P07205,PGK2,0.97361267,0.99999997,0.999989054,1.0,0.0
1728,P07237,P4HB,0.9779092,1.0,1.0,1.0,6.92219432
1729,P07288,KLK3,0.57272375,0.450116673,0.026275061,0.0,0.108863288
1730,P07306,ASGR1,0.5630305,0.627577101,0.327271971,,2.817781741
1731,P07315,CRYGC,0.3291265,0.173371476,0.047976082,0.0,0.0
1732,P07316,CRYGB,0.16026086,0.173371476,0.0,0.0,0.0
1733,P07332,FES,0.48325866,0.139529854,0.741305028,1.0,2.04247512
1734,P07333,CSF1R,0.6101826,0.489478175,0.474034705,,2.615522764
1735,P07339,CTSD,0.97647685,0.999993767,0.99999997,1.0,5.564108247
1736,P07355,ANXA2,0.9773516,1.0,1.0,1.0,5.71133822
1737,P07357,C8A,0.2383574,0.212777877,0.336125151,,0.076505628
1738,P07359,GP1BA,0.4821354,0.160300956,0.088434113,0.0,0.312953471
1739,P07384,CAPN1,0.97595984,0.999999638,0.999999937,1.0,4.699334091
1740,P07437,TUBB,0.97588634,1.0,1.0,1.0,0.0
1741,P07477,PRSS1,0.59467566,0.535601096,0.517653994,,0.0
1742,P07585,DCN,0.41238242,0.284710751,0.42664943,,0.828911973
1743,P07602,PSAP,0.9771409,0.999891367,0.999996099,1.0,5.356992817
1744,P07686,HEXB,0.973756,0.999996381,0.999999126,1.0,3.292675051
1745,P07737,PFN1,0.9791318,1.0,0.999999999,1.0,7.671388745
1746,P07741,APRT,0.97466224,0.999999471,0.999999535,1.0,6.66539414
1747,P07766,CD3E,0.94578767,0.941659924,0.264157104,0.0,1.698727591
1748,P07814,EPRS1,0.97376096,0.999121726,0.999903981,1.0,3.180030219
1749,P07858,CTSB,0.9732763,0.9999993,0.999999973,1.0,6.205092068
1750,P07864,LDHC,0.97253597,0.999968701,0.999176324,1.0,0.198873712
1751,P07900,HSP90AA1,0.9745924,0.999999756,0.999999988,1.0,6.190519586
1752,P07910,HNRNPC,0.9775702,0.999999929,0.999999986,1.0,4.483818391
1753,P07911,UMOD,0.41473484,0.226568017,0.370001355,,0.0
1754,P07919,UQCRH,0.9771145,0.999999993,0.999999847,1.0,4.745019818
1755,P07942,LAMB1,0.5460402,0.314293116,0.466548061,,3.685251507
1756,P07947,YES1,0.9739984,0.997636606,0.897447934,1.0,5.091056566
1757,P07948,LYN,0.97244316,0.996645579,0.999681997,1.0,2.508962597
1758,P07949,RET,0.3439415,0.211488548,0.611514184,,0.043235584
1759,P07951,TPM2,0.9739758,0.999999834,0.999432712,1.0,5.98548894
1760,P07954,FH,0.97545695,0.99999659,0.999997177,1.0,3.355560335
1761,P07996,THBS1,0.754912,0.722738156,0.567807839,,3.893681973
1762,P08048,ZFY,0.20663986,0.243944799,0.183851555,0.0,0.007096969
1763,P08069,IGF1R,0.5330417,0.653634305,0.483555835,,4.547422747
1764,P08100,RHO,0.51095456,0.491655436,0.115070808,0.0,0.0
1765,P08123,COL1A2,0.45038345,0.267345398,0.345974676,,2.036724393
1766,P08133,ANXA6,0.97914755,1.0,0.999999999,1.0,1.625598631
1767,P08134,RHOC,0.97650814,1.0,0.999999984,1.0,5.854686596
1768,P08138,NGFR,0.26627976,0.167971207,0.278643107,0.0,0.241350359
1769,P08174,CD55,0.4953993,0.32583618,0.871855655,1.0,3.305972558
1770,P08183,ABCB1,0.42980665,0.214818388,0.502156033,,0.134477348
1771,P08195,SLC3A2,0.973256,0.999273258,0.999999997,1.0,4.440779842
1772,P08217,CELA2A,0.46274188,0.467141574,0.247796416,0.0,0.042855025
1773,P08218,CELA2B,0.38902634,0.383239619,0.325919853,,0.0
1774,P08235,NR3C2,0.298127,0.1428924,0.449631838,,0.070096862
1775,P08236,GUSB,0.9694439,0.999999686,0.999173843,1.0,4.237727816
1776,P08237,PFKM,0.97396106,0.99951532,0.955177005,1.0,2.482495216
1777,P08238,HSP90AB1,0.97455966,0.999998025,0.999999994,1.0,7.860900774
1778,P08240,SRPRA,0.9566003,0.849627753,0.994428728,1.0,5.942449296
1779,P08243,ASNS,0.5180182,0.634928203,0.77505683,1.0,1.279638724
1780,P08246,ELANE,0.9599417,0.999999082,0.996719401,1.0,0.0
1781,P08254,MMP3,0.6490626,0.698801708,0.235517445,0.0,0.195061558
1782,P08311,CTSG,0.95901513,0.999986324,0.982989732,1.0,0.0
1783,P08319,ADH4,0.97345203,0.983136748,0.395127429,,0.057438862
1784,P08397,HMBS,0.70012414,0.931204236,0.558232596,,3.666257096
1785,P08473,MME,0.3160412,0.136433607,0.401879229,,0.010483348
1786,P08476,INHBA,0.21347456,0.165713451,0.305971464,,0.224953273
1787,P08514,ITGA2B,0.5703616,0.346094958,0.521851177,,0.455915576
1788,P08519,LPA,0.2714137,0.160450827,0.374402528,,0.022539825
1789,P08559,PDHA1,0.9770214,0.999891535,0.903597707,1.0,4.521248747
1790,P08567,PLEK,0.972712,0.999889667,0.851245227,1.0,3.480298872
1791,P08571,CD14,0.6718623,0.868822585,0.999996189,1.0,7.398965566
1792,P08572,COL4A2,0.68240386,0.706597492,0.701414864,1.0,0.366542873
1793,P08574,CYC1,0.97670186,0.998908972,0.999996834,1.0,6.590599522
1794,P08575,PTPRC,0.9618565,0.999967772,0.959307908,1.0,1.743864392
1795,P08579,SNRPB2,0.97513074,0.997570463,0.959680627,1.0,4.720830785
1796,P08582,MELTF,0.92282647,0.936622905,0.612469533,,2.915108366
1797,P08590,MYL3,0.6509256,0.828600235,0.144655171,0.0,0.0
1798,P08603,CFH,0.5800943,0.491792714,0.826254167,1.0,2.694732059
1799,P08621,SNRNP70,0.9771862,0.999999824,0.999996908,1.0,5.558999068
1800,P08631,HCK,0.9739182,0.998100666,0.973376239,1.0,2.113976557
1801,P08637,FCGR3A,0.9582368,0.999988687,0.857035588,1.0,4.731740282
1802,P08648,ITGA5,0.9389942,0.866323758,0.792531548,1.0,4.307656242
1803,P08651,NFIC,0.24013698,0.158723195,0.625013718,,2.437431738
1804,P08670,VIM,0.97235703,1.0,0.999999941,1.0,7.029798992
1805,P08684,CYP3A4,0.18725078,0.208720186,0.519485252,,0.036310139
1806,P08697,SERPINF2,0.9512882,0.997832542,0.928469806,1.0,0.126903215
1807,P08708,RPS17,0.9739758,1.0,0.999999979,1.0,1.589114041
1808,P08709,F7,0.25612423,0.145310427,0.419063738,,0.127045611
1809,P08727,KRT19,0.9625402,1.0,1.0,1.0,8.278991507
1810,P08729,KRT7,0.96076846,1.0,0.999999999,1.0,5.511014918
1811,P08754,GNAI3,0.9684383,0.999999532,0.999997855,1.0,3.020616172
1812,P08758,ANXA5,0.9733167,1.0,1.0,1.0,4.912701663
1813,P08779,KRT16,0.96030015,0.99999991,0.999974622,1.0,2.187481892
1814,P08842,STS,0.2531289,0.138164318,0.786277158,1.0,0.369384517
1815,P08865,RPSA,0.9739758,0.999999999,0.999999988,1.0,5.971265059
1816,P08908,HTR1A,0.20064765,0.162550877,0.059976148,0.0,0.0
1817,P08912,CHRM5,0.180529,0.223983077,0.144237778,0.0,0.0
1818,P08913,ADRA2A,0.16938539,0.13687934,0.203071847,0.0,1.328512194
1819,P08922,ROS1,0.5829668,0.382089047,0.463638598,,0.004842128
1820,P08F94,PKHD1,0.32923338,0.199193537,0.313224742,,0.113004481
1821,P09001,MRPL3,0.9717794,0.963738965,0.964442537,1.0,3.507953173
1822,P09012,SNRPA,0.97666013,0.999765647,0.98783127,1.0,4.812580331
1823,P09017,HOXC4,0.19975159,0.215701552,0.138677014,0.0,1.893593027
1824,P09104,ENO2,0.9720025,1.0,0.999999697,1.0,4.748618455
1825,P09105,HBQ1,0.36957166,0.221898322,0.283474068,0.0,0.0
1826,P09110,ACAA1,0.9715271,0.999996813,0.999808206,1.0,3.823268592
1827,P09131,SLC10A3,0.23600312,0.32355327,0.458761376,,5.164999838
1828,P09132,SRP19,0.7505468,0.445080965,0.699361814,,2.082999351
1829,P09211,GSTP1,0.97386986,1.0,1.0,1.0,7.557334625
1830,P09237,MMP7,0.36570358,0.254577455,0.442569761,,4.625769317
1831,P09382,LGALS1,0.97414905,1.0,0.99999499,1.0,6.413181383
1832,P09429,HMGB1,0.97302,0.980644149,0.701615864,1.0,3.488789979
1833,P09455,RBP1,0.9511943,0.999999364,0.066242605,0.0,0.126781871
1834,P09467,FBP1,0.9746663,0.999994966,0.999923591,1.0,2.994072793
1835,P09471,GNAO1,0.95279706,0.999999463,0.999996005,1.0,0.031894319
1836,P09488,GSTM1,0.96664566,0.999979026,0.782935482,1.0,0.015722464
1837,P09493,TPM1,0.9764787,0.999999766,0.995753478,1.0,4.197795635
1838,P09496,CLTA,0.9782752,0.99988445,0.99990875,1.0,2.815090842
1839,P09497,CLTB,0.9776849,0.999956064,0.854720055,1.0,4.033875915
1840,P09525,ANXA4,0.97898567,0.999999993,0.999999999,1.0,2.642737225
1841,P09543,CNP,0.9710532,0.997797395,0.891257847,1.0,4.524158744
1842,P09544,WNT2,0.1948799,0.141082888,0.378170437,,0.041436377
1843,P09601,HMOX1,0.9629249,0.998686481,0.999997482,1.0,4.189604968
1844,P09619,PDGFRB,0.9507636,0.984103791,0.664686468,,0.240642906
1845,P09622,DLD,0.9764839,0.999998264,0.999980446,1.0,3.280065764
1846,P09630,HOXC6,0.713741,0.908283184,0.478747657,,1.366116003
1847,P09651,HNRNPA1,0.97759926,1.0,1.0,1.0,7.889894296
1848,P09661,SNRPA1,0.9775259,0.999836662,0.995828203,1.0,4.538093772
1849,P09668,CTSH,0.97455275,0.999940303,0.999999235,1.0,4.453052009
1850,P09669,COX6C,0.97397566,0.999998794,0.999988721,1.0,4.164224476
1851,P09681,GIP,0.20917186,0.214864978,0.129667938,0.0,0.0
1852,P09693,CD3G,0.44709378,0.220548584,0.203793508,0.0,0.483589013
1853,P09758,TACSTD2,0.35408375,0.170367113,0.841120817,1.0,7.89292765
1854,P09769,FGR,0.97106534,0.996645579,0.936880298,1.0,2.934938984
1855,P09848,LCT,0.4079459,0.387241672,0.405438868,,0.04009192
1856,P09874,PARP1,0.97326916,0.999979847,0.999838723,1.0,3.674358549
1857,P09884,POLA1,0.29854947,0.377744331,0.55874281,,1.144027534
1858,P09913,IFIT2,0.30721512,0.388666009,0.455782349,,1.485933939
1859,P09914,IFIT1,0.95863736,0.91928254,0.41589988,,1.893952431
1860,P09917,ALOX5,0.96606165,0.999844811,0.857135801,1.0,0.004664285
1861,P09960,LTA4H,0.9761646,0.99999339,0.999993394,1.0,3.642827184
1862,P09972,ALDOC,0.9739758,0.999999567,0.999991231,1.0,4.537840543
